OrderID,ProductName,Discount,Sales,Profit,Quantity,SubCategory
AZ-2011-7675351,"OFS-Cuisinart Microwave, White",0.1,$249.00,$3.00,1,Appliances
AZ-2011-7675351,"OFS-Harbour Creations Removable Labels, 5000 Label Set",0,$21.00,$7.00,2,Labels
AZ-2011-7675351,"OFS-Green Bar Computer Printout Paper, 8.5 x 11",0,$170.00,$25.00,5,Paper
AZ-2011-7675351,"OFS-Elite Letter Opener, Easy Grip",0,$55.00,$2.00,2,Supplies
AZ-2011-7675351,"TECH-Hewlett Copy Machine, Laser",0,$527.00,$11.00,2,Copiers
BN-2011-3770060,"OFS-Hon Shipping Labels, Laser Printer Compatible",0.5,$17.00,-$8.00,3,Labels
AZ-2011-7419210,"OFS-Stockwell Thumb Tacks, Bulk Pack",0,$108.00,$33.00,8,Fasteners
AZ-2011-1816950,"OFS-Acco Binding Machine, Economy",0.5,$26.00,-$11.00,1,Binders
AZ-2011-5342265,"OFS-Wilson Jones Binding Machine, Clear",0,$145.00,$44.00,3,Binders
AZ-2011-5342265,"OFS-Fellowes Folders, Blue",0.4,$48.00,$8.00,3,Storage
AZ-2011-3059419,"OFS-GlobeWeis Business Envelopes, Recycled",0,$48.00,$21.00,3,Envelopes
AZ-2011-2002251,"OFS-Boston Pencil Sharpener, Water Color",0,$58.00,$8.00,2,Art
AZ-2011-5357101,"TECH-Memorex Router, Programmable",0,$495.00,$233.00,2,Accessories
AZ-2011-8034411,"FUR-Bush Classic Bookcase, Traditional",0,$825.00,$338.00,2,Bookcases
AZ-2011-2245674,"OFS-Avery Index Tab, Clear",0,$12.00,$3.00,2,Binders
AZ-2011-2245674,"OFS-Tenex File Cart, Blue",0,$666.00,$120.00,5,Storage
AZ-2011-8034411,"OFS-Boston Canvas, Easy-Erase",0,$54.00,$12.00,1,Art
AZ-2011-8034411,"OFS-Rogers Lockers, Single Width",0.4,$889.00,$59.00,7,Storage
BN-2011-7883641,"FUR-Harbour Creations Swivel Stool, Set of Two",0.6,$73.00,-$57.00,1,Chairs
BN-2011-7883641,"FUR-Office Star Bag Chairs, Set of Two",0.6,$69.00,-$95.00,3,Chairs
BN-2011-7883641,"OFS-Advantus Staples, 12 Pack",0,$41.00,$3.00,4,Fasteners
BN-2011-7883641,"OFS-Harbour Creations Color Coded Labels, Adjustable",0,$54.00,$8.00,5,Labels
BN-2011-7883641,"OFS-SanDisk Memo Slips, Multicolor",0,$55.00,$3.00,3,Paper
AZ-2011-6684426,"OFS-Boston Markers, Fluorescent",0,$28.00,$4.00,1,Art
AZ-2011-5010109,"OFS-Stanley Markers, Water Color",0,$178.00,$59.00,7,Art
AZ-2011-4205736,"FUR-Advantus Light Bulb, Duo Pack",0,$20.00,$4.00,1,Furnishings
AZ-2011-4205736,"OFS-Cardinal Binder, Clear",0,$133.00,$4.00,10,Binders
AZ-2011-5708655,"OFS-Acco Binder Covers, Clear",0,$13.00,$5.00,1,Binders
AZ-2011-5708655,"OFS-Avery Binder, Economy",0,$52.00,$20.00,4,Binders
AZ-2011-201891,"OFS-Smead Removable Labels, 5000 Label Set",0,$32.00,$10.00,3,Labels
AZ-2011-5708655,"TECH-Memorex Flash Drive, Bluetooth",0,$88.00,$18.00,3,Accessories
BN-2011-6722454,"TECH-Hewlett Wireless Fax, Laser",0.5,$570.00,-$217.00,3,Copiers
BN-2011-486854,"OFS-Rogers Folders, Single Width",0.1,$28.00,-$1.00,1,Storage
AZ-2011-494581,"OFS-Sanford Pencil Sharpener, Water Color",0,$78.00,$20.00,3,Art
AZ-2011-2825684,"OFS-Acco Hole Reinforcements, Recycled",0,$21.00,$11.00,3,Binders
AZ-2011-2825684,"OFS-Avery Hole Reinforcements, Durable",0,$12.00,$4.00,2,Binders
BN-2011-9336144,"OFS-Fellowes File Cart, Industrial",0.1,$248.00,$8.00,2,Storage
BN-2011-9336144,"TECH-Brother Wireless Fax, Laser",0,$379.00,$140.00,1,Copiers
AZ-2011-4614904,"OFS-Boston Highlighters, Water Color",0,$44.00,$8.00,2,Art
AZ-2011-4696725,"TECH-Cisco Headset, Full Size",0.1,$162.00,$43.00,2,Phones
AZ-2011-838467,"OFS-Xerox Note Cards, Premium",0.5,$13.00,-$8.00,1,Paper
AZ-2011-838467,"TECH-HP Fax and Copier, Digital",0.5,$86.00,$0.00,1,Copiers
AZ-2011-838467,"TECH-Motorola Signal Booster, Cordless",0.5,$584.00,-$59.00,8,Phones
BN-2011-2468159,"OFS-SanDisk Memo Slips, Multicolor",0.5,$46.00,-$41.00,5,Paper
AZ-2011-4987681,"OFS-Acme Box Cutter, High Speed",0,$38.00,$18.00,1,Supplies
BN-2011-2468159,"TECH-Logitech Numeric Keypad, Erganomic",0.5,$44.00,-$8.00,2,Accessories
BN-2011-2468159,"TECH-Hewlett Copy Machine, Color",0.65,$550.00,-$236.00,6,Copiers
BN-2011-2468159,"TECH-Konica Phone, White",0.65,$89.00,-$76.00,3,Machines
AZ-2011-4987681,"TECH-Cisco Smart Phone, Full Size",0.1,$587.00,$104.00,1,Phones
AZ-2011-7043718,"FUR-Ikea Library with Doors, Pine",0,$729.00,$241.00,2,Bookcases
AZ-2011-7043718,"FUR-SAFCO Steel Folding Chair, Black",0.2,$266.00,$23.00,4,Chairs
AZ-2011-7043718,"OFS-BIC Canvas, Water Color",0,$57.00,$1.00,1,Art
AZ-2011-7043718,"OFS-Sanford Pencil Sharpener, Water Color",0,$116.00,$13.00,4,Art
BN-2011-7087921,"OFS-Boston Pencil Sharpener, Easy-Erase",0.5,$91.00,-$62.00,6,Art
AZ-2011-6835828,"OFS-Tenex Shelving, Industrial",0.1,$149.00,$15.00,3,Storage
AZ-2011-2397035,"OFS-Stanley Pencil Sharpener, Water Color",0,$112.00,$4.00,4,Art
AZ-2011-2397035,"OFS-Avery Binder Covers, Durable",0,$50.00,$6.00,4,Binders
AZ-2011-2397035,"TECH-Konica Receipt Printer, Wireless",0.15,$208.00,$12.00,2,Machines
AZ-2011-9421435,"OFS-Novimex Legal Exhibit Labels, Laser Printer Compatible",0,$31.00,$11.00,3,Labels
AZ-2011-2956456,"OFS-Stockwell Clamps, 12 Pack",0,$110.00,$22.00,6,Fasteners
AZ-2011-2606042,"OFS-Binney & Smith Pencil Sharpener, Fluorescent",0,$133.00,$5.00,5,Art
AZ-2011-2606042,"OFS-Cardinal Binder Covers, Clear",0,$80.00,$21.00,7,Binders
AZ-2011-5195846,"FUR-Advantus Frame, Duo Pack",0.2,$267.00,$90.00,3,Furnishings
AZ-2011-5195846,"OFS-GlobeWeis Manila Envelope, Set of 50",0.5,$55.00,-$19.00,4,Envelopes
AZ-2011-5195846,"OFS-Rogers Trays, Wire Frame",0.5,$91.00,-$2.00,3,Storage
AZ-2011-9107304,"FUR-Ikea Corner Shelving, Metal",0,$368.00,$15.00,3,Bookcases
AZ-2011-9107304,"OFS-Binney & Smith Sketch Pad, Blue",0,$93.00,$24.00,2,Art
AZ-2011-9107304,"OFS-Cardinal 3-Hole Punch, Clear",0,$85.00,$18.00,3,Binders
AZ-2011-9107304,"OFS-Stockwell Rubber Bands, 12 Pack",0,$48.00,$5.00,3,Fasteners
AZ-2011-9107304,"OFS-Smead Folders, Wire Frame",0.1,$60.00,-$3.00,4,Storage
BN-2011-3032749,"OFS-Avery Binder Covers, Clear",0.5,$26.00,-$14.00,5,Binders
BN-2011-3032749,"OFS-Tenex File Cart, Industrial",0.6,$215.00,-$220.00,4,Storage
AZ-2011-7255147,"FUR-Sauder Library with Doors, Mobile",0,$780.00,$117.00,2,Bookcases
AZ-2011-819110,"OFS-Kraft Clasp Envelope, with clear poly window",0,$50.00,$24.00,4,Envelopes
AZ-2011-7255147,"OFS-BIC Highlighters, Blue",0,$19.00,$8.00,1,Art
AZ-2011-819110,"TECH-Panasonic Receipt Printer, Wireless",0.15,$206.00,$27.00,2,Machines
AZ-2011-5676694,"FUR-Dania Classic Bookcase, Traditional",0,$822.00,$353.00,2,Bookcases
AZ-2011-5676694,"OFS-Boston Highlighters, Easy-Erase",0,$19.00,$4.00,1,Art
AZ-2011-6048331,"OFS-BIC Markers, Blue",0,$26.00,$1.00,1,Art
AZ-2011-6048331,"OFS-Eldon Box, Blue",0.1,$9.00,$2.00,1,Storage
BN-2011-493873,"FUR-Sauder Classic Bookcase, Pine",0.5,$875.00,-$577.00,4,Bookcases
BN-2011-493873,"FUR-Barricks Coffee Table, Fully Assembled",0.7,$273.00,-$500.00,3,Tables
BN-2011-408191,"FUR-Hon Executive Leather Armchair, Adjustable",0.2,$728.00,-$82.00,2,Chairs
BN-2011-408191,"FUR-Rubbermaid Door Stop, Erganomic",0,$127.00,$19.00,3,Furnishings
BN-2011-307477,"FUR-SAFCO Executive Leather Armchair, Black",0.1,"$4,544.00","$1,868.00",11,Chairs
BN-2011-307477,"OFS-Hoover Microwave, Black",0.1,$277.00,$0.00,1,Appliances
BN-2011-307477,"OFS-Stanley Highlighters, Easy-Erase",0,$90.00,$32.00,6,Art
BN-2011-307477,"TECH-Nokia Audio Dock, VoIP",0.15,$284.00,$43.00,2,Phones
AZ-2011-2939440,"OFS-Advantus Thumb Tacks, Assorted Sizes",0,$55.00,$8.00,5,Fasteners
AZ-2011-2939440,"OFS-OIC Staples, Assorted Sizes",0,$62.00,$23.00,7,Fasteners
AZ-2011-9155070,"OFS-Avery Hole Reinforcements, Durable",0,$24.00,$8.00,4,Binders
AZ-2011-9155070,"TECH-Panasonic Calculator, Durable",0.15,$129.00,-$2.00,3,Machines
AZ-2011-8122214,"OFS-OIC Thumb Tacks, Assorted Sizes",0,$35.00,$14.00,3,Fasteners
BN-2011-555099,"OFS-Stockwell Thumb Tacks, Assorted Sizes",0,$21.00,$6.00,2,Fasteners
BN-2011-555099,"OFS-Smead Box, Single Width",0,$32.00,$8.00,3,Storage
AZ-2011-2270958,"FUR-Barricks Round Table, with Bottom Storage",0.5,"$1,003.00",-$943.00,4,Tables
AZ-2011-2270958,"OFS-Binney & Smith Canvas, Water Color",0,$164.00,$78.00,3,Art
AZ-2011-2270958,"OFS-Smead Trays, Blue",0.4,$29.00,-$13.00,1,Storage
AZ-2011-2270958,"TECH-Okidata Calculator, Red",0.4,$30.00,-$5.00,1,Machines
AZ-2011-6186921,"OFS-Wilson Jones Hole Reinforcements, Recycled",0,$10.00,$2.00,2,Binders
AZ-2011-8091357,"FUR-Advantus Clock, Black",0,$103.00,$30.00,2,Furnishings
AZ-2011-8091357,"OFS-Acco Binder Covers, Recycled",0,$41.00,$12.00,3,Binders
AZ-2011-8091357,"OFS-Avery Binder Covers, Durable",0,$63.00,$8.00,5,Binders
AZ-2011-8091357,"OFS-Avery Binder Covers, Recycled",0,$23.00,$8.00,2,Binders
AZ-2011-8091357,"TECH-Konica Printer, Red",0.4,$477.00,$40.00,3,Machines
BN-2011-5307099,"TECH-Apple Speaker Phone, with Caller ID",0.5,$185.00,-$93.00,3,Phones
BN-2011-8574171,"FUR-Harbour Creations Bag Chairs, Black",0.6,$47.00,-$60.00,2,Chairs
AZ-2011-8279503,"FUR-Bush Classic Bookcase, Mobile",0,"$2,076.00",$104.00,5,Bookcases
AZ-2011-8279503,"OFS-Acco Binding Machine, Recycled",0,$309.00,$77.00,6,Binders
AZ-2011-8279503,"TECH-Brother Copy Machine, High-Speed",0,$525.00,$58.00,2,Copiers
BN-2011-3728079,"FUR-Advantus Frame, Black",0.2,$533.00,$0.00,6,Furnishings
BN-2011-3728079,"TECH-Motorola Headset, with Caller ID",0.5,$120.00,-$41.00,3,Phones
AZ-2011-2777408,"OFS-Binney & Smith Pens, Easy-Erase",0,$147.00,$0.00,12,Art
AZ-2011-2777408,"OFS-Fellowes Shelving, Wire Frame",0.1,$102.00,$35.00,2,Storage
AZ-2011-2777408,"TECH-Epson Calculator, Durable",0,$47.00,$13.00,1,Machines
AZ-2011-496083,"OFS-Hamilton Beach Toaster, Black",0.2,$364.00,$45.00,8,Appliances
AZ-2011-496083,"OFS-Fellowes Folders, Blue",0.2,$63.00,$24.00,3,Storage
AZ-2011-496083,"OFS-Smead Shelving, Single Width",0.2,$118.00,$37.00,3,Storage
AZ-2011-1410648,"OFS-Ibico Index Tab, Clear",0,$18.00,$3.00,2,Binders
AZ-2011-8074602,"TECH-Belkin Keyboard, USB",0.1,$151.00,-$5.00,2,Accessories
AZ-2011-7903656,"FUR-Safco Classic Bookcase, Traditional",0,"$1,314.00",$342.00,3,Bookcases
AZ-2011-7903656,"FUR-Office Star Rocking Chair, Red",0,$705.00,$289.00,5,Chairs
AZ-2011-7903656,"OFS-BIC Sketch Pad, Blue",0,$195.00,$35.00,4,Art
AZ-2011-7903656,"OFS-Sanford Pens, Fluorescent",0,$37.00,$10.00,3,Art
AZ-2011-4069925,"OFS-BIC Markers, Easy-Erase",0,$107.00,$30.00,4,Art
AZ-2011-6969006,"OFS-OIC Clamps, 12 Pack",0,$58.00,$29.00,3,Fasteners
AZ-2011-5822789,"OFS-BIC Canvas, Easy-Erase",0,$108.00,$37.00,2,Art
AZ-2011-7677596,"OFS-Advantus Clamps, Assorted Sizes",0,$117.00,$15.00,7,Fasteners
AZ-2011-3190941,"OFS-BIC Pencil Sharpener, Water Color",0,$97.00,$37.00,3,Art
AZ-2011-3190941,"OFS-Kraft Interoffice Envelope, Set of 50",0,$94.00,$21.00,2,Envelopes
AZ-2011-3190941,"OFS-Tenex Folders, Blue",0.1,$104.00,$27.00,5,Storage
AZ-2011-3190941,"TECH-Sharp Ink, Color",0,$126.00,$59.00,1,Copiers
AZ-2011-5422408,"TECH-Motorola Audio Dock, with Caller ID",0,$520.00,$203.00,3,Phones
AZ-2011-9147715,"FUR-Harbour Creations Chairmat, Adjustable",0.5,$74.00,-$18.00,2,Chairs
AZ-2011-1278696,"OFS-OIC Thumb Tacks, Bulk Pack",0,$28.00,$10.00,2,Fasteners
AZ-2011-8295770,"OFS-Cardinal 3-Hole Punch, Clear",0.1,$229.00,$28.00,9,Binders
AZ-2011-3714764,"OFS-Binney & Smith Markers, Blue",0,$72.00,$14.00,3,Art
AZ-2011-7682838,"OFS-Cameo Mailers, with clear poly window",0,$167.00,$7.00,4,Envelopes
AZ-2011-7682838,"OFS-Fellowes File Cart, Wire Frame",0,$273.00,$57.00,2,Storage
AZ-2011-4612792,"OFS-Sanford Sketch Pad, Water Color",0,$195.00,$91.00,4,Art
AZ-2011-6222257,"OFS-Sanford Pens, Water Color",0,$43.00,$20.00,3,Art
AZ-2011-6222257,"OFS-Fiskars Box Cutter, Serrated",0,$193.00,$62.00,6,Supplies
AZ-2011-823697,"OFS-Hoover Stove, Red",0.1,"$3,070.00","$1,364.00",6,Appliances
AZ-2011-823697,"OFS-Eldon File Cart, Single Width",0.1,$230.00,$20.00,2,Storage
AZ-2011-9700826,"TECH-Memorex Router, Erganomic",0.1,$220.00,$49.00,1,Accessories
AZ-2011-5265250,"OFS-Harbour Creations Round Labels, Adjustable",0,$14.00,$4.00,3,Labels
BN-2011-1399750,"FUR-Office Star Steel Folding Chair, Set of Two",0.1,$254.00,$73.00,3,Chairs
BN-2011-1399750,"OFS-Binney & Smith Pens, Blue",0.1,$11.00,$4.00,1,Art
BN-2011-1399750,"OFS-Sanford Highlighters, Easy-Erase",0.1,$29.00,-$2.00,2,Art
BN-2011-1399750,"OFS-Avery Binder, Recycled",0.1,$48.00,$19.00,4,Binders
BN-2011-1399750,"OFS-Stockwell Paper Clips, Metal",0.1,$24.00,$8.00,2,Fasteners
AZ-2011-254910,"OFS-Fiskars Trimmer, Steel",0,$83.00,$10.00,2,Supplies
AZ-2011-8252363,"OFS-Hon Round Labels, 5000 Label Set",0,$21.00,$7.00,3,Labels
AZ-2011-8252363,"OFS-Smead Folders, Industrial",0.1,$81.00,$12.00,5,Storage
AZ-2011-4707711,"OFS-Stockwell Clamps, Bulk Pack",0,$57.00,$5.00,3,Fasteners
AZ-2011-1584987,"OFS-Smead Shelving, Industrial",0.1,$178.00,$28.00,4,Storage
AZ-2011-1916360,"FUR-Dania 3-Shelf Cabinet, Mobile",0,$288.00,$20.00,2,Bookcases
AZ-2011-2169445,"OFS-Harbour Creations Round Labels, Laser Printer Compatible",0,$47.00,$7.00,7,Labels
AZ-2011-2169445,"OFS-Elite Box Cutter, High Speed",0,$105.00,$42.00,3,Supplies
AZ-2011-2169445,"TECH-Apple Office Telephone, Cordless",0.4,$82.00,$14.00,2,Phones
AZ-2011-7024596,"OFS-Binney & Smith Pens, Fluorescent",0,$26.00,$0.00,2,Art
AZ-2011-7499604,"FUR-Rubbermaid Door Stop, Duo Pack",0,$132.00,$9.00,3,Furnishings
AZ-2011-7499604,"OFS-Smead Folders, Wire Frame",0,$50.00,$3.00,3,Storage
BN-2011-7253620,"TECH-StarTech Inkjet, White",0.5,$747.00,-$90.00,5,Machines
AZ-2011-6314494,"OFS-Acco Binder Covers, Economy",0,$40.00,$16.00,3,Binders
AZ-2011-6314494,"OFS-Xerox Cards & Envelopes, Premium",0,$90.00,$27.00,2,Paper
AZ-2011-3556179,"FUR-Rubbermaid Frame, Duo Pack",0,$770.00,$85.00,7,Furnishings
AZ-2011-3556179,"OFS-SanDisk Cards & Envelopes, Recycled",0,$193.00,$8.00,4,Paper
AZ-2011-8308381,"OFS-Avery Binding Machine, Durable",0,$453.00,$27.00,9,Binders
AZ-2011-8308381,"OFS-Ibico 3-Hole Punch, Economy",0,$152.00,$76.00,5,Binders
AZ-2011-8308381,"OFS-Eldon File Cart, Single Width",0.1,$230.00,$20.00,2,Storage
AZ-2011-8308381,"TECH-Motorola Signal Booster, Full Size",0.15,$246.00,$3.00,2,Phones
AZ-2011-9505872,"OFS-OIC Clamps, Metal",0,$99.00,$45.00,5,Fasteners
AZ-2011-8738856,"OFS-Stanley Canvas, Easy-Erase",0,$149.00,$36.00,3,Art
AZ-2011-5004051,"OFS-Stanley Highlighters, Blue",0.5,$15.00,-$9.00,2,Art
AZ-2011-5004051,"OFS-Advantus Thumb Tacks, Metal",0.5,$7.00,-$4.00,1,Fasteners
BN-2011-8211228,"OFS-Harbour Creations Legal Exhibit Labels, 5000 Label Set",0.5,$17.00,-$12.00,3,Labels
BN-2011-8211228,"TECH-Nokia Audio Dock, Full Size",0.5,$84.00,-$55.00,1,Phones
AZ-2011-5185285,"OFS-Tenex Lockers, Blue",0.1,$551.00,$98.00,3,Storage
BN-2011-9474783,"OFS-Ibico 3-Hole Punch, Recycled",0,$92.00,$26.00,3,Binders
AZ-2011-4565223,"OFS-Stockwell Clamps, 12 Pack",0,$93.00,$45.00,5,Fasteners
BN-2011-6425274,"OFS-Stockwell Push Pins, Metal",0.5,$22.00,-$21.00,3,Fasteners
BN-2011-6425274,"OFS-Rogers Box, Industrial",0.6,$39.00,-$59.00,4,Storage
AZ-2011-8743509,"FUR-Tenex Door Stop, Erganomic",0,$170.00,$27.00,4,Furnishings
AZ-2011-8743509,"OFS-Kleencut Scissors, Serrated",0,$38.00,$3.00,2,Supplies
AZ-2011-8743509,"TECH-Samsung Smart Phone, Cordless",0,$639.00,$45.00,1,Phones
BN-2011-2502895,"OFS-Novimex File Folder Labels, Alphabetical",0.5,$8.00,-$6.00,2,Labels
AZ-2011-8369879,"FUR-Novimex Swivel Stool, Black",0.1,$729.00,-$57.00,5,Chairs
AZ-2011-8369879,"OFS-Smead Box, Industrial",0.1,$51.00,-$1.00,5,Storage
AZ-2011-8369879,"TECH-Canon Personal Copier, Digital",0,$285.00,$14.00,2,Copiers
AZ-2011-8369879,"TECH-Motorola Speaker Phone, VoIP",0,$390.00,$16.00,3,Phones
AZ-2011-5463300,"FUR-Eldon Clock, Erganomic",0,$110.00,$37.00,2,Furnishings
AZ-2011-8060803,"FUR-Sauder Classic Bookcase, Pine",0,"$2,624.00",$446.00,6,Bookcases
AZ-2011-5463300,"OFS-Stanley Pens, Easy-Erase",0,$21.00,$9.00,2,Art
AZ-2011-8060803,"OFS-Sanford Pens, Easy-Erase",0,$34.00,$8.00,3,Art
AZ-2011-8060803,"OFS-Rogers Lockers, Blue",0,$423.00,$30.00,2,Storage
BN-2011-2967562,"FUR-Advantus Photo Frame, Durable",0.6,$40.00,-$44.00,2,Furnishings
AZ-2011-8060550,"OFS-Stanley Canvas, Water Color",0,$158.00,$69.00,3,Art
AZ-2011-8060550,"OFS-Wilson Jones Binding Machine, Recycled",0,$296.00,$32.00,6,Binders
AZ-2011-8060550,"TECH-SanDisk Flash Drive, Programmable",0,$123.00,$50.00,3,Accessories
BN-2011-6893107,"TECH-Apple Signal Booster, Full Size",0.4,$497.00,-$290.00,6,Phones
AZ-2011-7659767,"FUR-Office Star Rocking Chair, Red",0.1,$507.00,$175.00,4,Chairs
AZ-2011-7089649,"OFS-OIC Rubber Bands, Metal",0,$86.00,$33.00,5,Fasteners
AZ-2011-9409671,"OFS-Binney & Smith Markers, Fluorescent",0,$51.00,$14.00,2,Art
AZ-2011-9409671,"OFS-Novimex Shipping Labels, Alphabetical",0,$32.00,$16.00,3,Labels
AZ-2011-3089735,"OFS-Breville Microwave, White",0.1,"$1,889.00",$483.00,7,Appliances
AZ-2011-3089735,"OFS-Cardinal Binding Machine, Economy",0,$498.00,$139.00,10,Binders
AZ-2011-5817638,"OFS-KitchenAid Toaster, White",0,$584.00,$234.00,7,Appliances
AZ-2011-3293357,"OFS-Smead Round Labels, 5000 Label Set",0,$15.00,$1.00,2,Labels
AZ-2011-3293357,"OFS-Green Bar Message Books, Recycled",0,$47.00,$17.00,2,Paper
AZ-2011-2762983,"OFS-KitchenAid Toaster, Red",0.1,$538.00,$221.00,7,Appliances
AZ-2011-2762983,"OFS-Stanley Pens, Water Color",0,$119.00,$38.00,9,Art
AZ-2011-2762983,"OFS-GlobeWeis Peel and Seal, Security-Tint",0,$48.00,$6.00,2,Envelopes
AZ-2011-2762983,"OFS-Fellowes Trays, Single Width",0.1,$413.00,$184.00,8,Storage
AZ-2011-2762983,"OFS-Rogers Folders, Wire Frame",0.1,$80.00,$1.00,3,Storage
AZ-2011-7072417,"OFS-Cardinal Binder, Clear",0,$53.00,$2.00,4,Binders
AZ-2011-7072417,"OFS-Acme Scissors, Easy Grip",0,$81.00,$19.00,3,Supplies
BN-2011-5443120,"OFS-Binney & Smith Canvas, Blue",0.5,$205.00,-$127.00,8,Art
BN-2011-5443120,"OFS-Cameo Business Envelopes, Security-Tint",0.5,$17.00,-$5.00,2,Envelopes
AZ-2011-3885003,"FUR-Advantus Clock, Black",0,$257.00,$74.00,5,Furnishings
AZ-2011-3885003,"OFS-BIC Highlighters, Water Color",0,$44.00,$8.00,2,Art
AZ-2011-3885003,"OFS-Harbour Creations Round Labels, 5000 Label Set",0,$64.00,$25.00,9,Labels
AZ-2011-3885003,"TECH-Canon Copy Machine, Digital",0,$785.00,$86.00,3,Copiers
AZ-2011-3885003,"TECH-Cisco Signal Booster, Full Size",0,$306.00,$9.00,2,Phones
AZ-2011-107716,"TECH-Belkin Flash Drive, Bluetooth",0,$294.00,$109.00,7,Accessories
BN-2011-6178410,"TECH-Nokia Headset, VoIP",0.5,$73.00,-$12.00,2,Phones
AZ-2011-4173505,"FUR-Novimex Steel Folding Chair, Red",0.2,$66.00,$19.00,1,Chairs
AZ-2011-4173505,"OFS-Binney & Smith Highlighters, Fluorescent",0,$54.00,$4.00,3,Art
AZ-2011-4173505,"OFS-Binney & Smith Markers, Easy-Erase",0,$97.00,$39.00,4,Art
AZ-2011-4173505,"OFS-Avery Binder Covers, Clear",0,$21.00,$5.00,2,Binders
AZ-2011-4173505,"OFS-Cardinal Binder Covers, Economy",0,$24.00,$1.00,2,Binders
AZ-2011-122598,"OFS-Eldon File Cart, Single Width",0.1,$576.00,$51.00,5,Storage
AZ-2011-1546153,"OFS-Binney & Smith Markers, Blue",0,$169.00,$32.00,7,Art
AZ-2011-1546153,"TECH-Okidata Inkjet, Durable",0,$625.00,$6.00,2,Machines
AZ-2011-231889,"OFS-Stanley Highlighters, Water Color",0,$36.00,$12.00,2,Art
